source,sentence_id,abs_sentence_no,abs_word_no,section_no,paragraph_no,sentence_no,word_no,word
Jupiter,Jupiter-0,0,0,0,0,0,0,Jupiter
Jupiter,Jupiter-0,0,1,0,0,0,1,is
Jupiter,Jupiter-0,0,2,0,0,0,2,the
Jupiter,Jupiter-0,0,3,0,0,0,3,fifth
Jupiter,Jupiter-0,0,4,0,0,0,4,planet
Jupiter,Jupiter-0,0,5,0,0,0,5,from
Jupiter,Jupiter-0,0,6,0,0,0,6,the
Jupiter,Jupiter-0,0,7,0,0,0,7,Sun
Jupiter,Jupiter-0,0,8,0,0,0,8,and
Jupiter,Jupiter-0,0,9,0,0,0,9,the
Jupiter,Jupiter-0,0,10,0,0,0,10,largest
Jupiter,Jupiter-0,0,11,0,0,0,11,in
Jupiter,Jupiter-0,0,12,0,0,0,12,the
Jupiter,Jupiter-0,0,13,0,0,0,13,Solar
Jupiter,Jupiter-0,0,14,0,0,0,14,System.
Jupiter,Jupiter-1,1,15,0,0,1,0,It
Jupiter,Jupiter-1,1,16,0,0,1,1,is
Jupiter,Jupiter-1,1,17,0,0,1,2,a
Jupiter,Jupiter-1,1,18,0,0,1,3,gas
Jupiter,Jupiter-1,1,19,0,0,1,4,giant
Jupiter,Jupiter-1,1,20,0,0,1,5,with
Jupiter,Jupiter-1,1,21,0,0,1,6,a
Jupiter,Jupiter-1,1,22,0,0,1,7,mass
Jupiter,Jupiter-1,1,23,0,0,1,8,more
Jupiter,Jupiter-1,1,24,0,0,1,9,than
Jupiter,Jupiter-1,1,25,0,0,1,10,two
Jupiter,Jupiter-1,1,26,0,0,1,11,and
Jupiter,Jupiter-1,1,27,0,0,1,12,a
Jupiter,Jupiter-1,1,28,0,0,1,13,half
Jupiter,Jupiter-1,1,29,0,0,1,14,times
Jupiter,Jupiter-1,1,30,0,0,1,15,that
Jupiter,Jupiter-1,1,31,0,0,1,16,of
Jupiter,Jupiter-1,1,32,0,0,1,17,all
Jupiter,Jupiter-1,1,33,0,0,1,18,the
Jupiter,Jupiter-1,1,34,0,0,1,19,other
Jupiter,Jupiter-1,1,35,0,0,1,20,planets
Jupiter,Jupiter-1,1,36,0,0,1,21,in
Jupiter,Jupiter-1,1,37,0,0,1,22,the
Jupiter,Jupiter-1,1,38,0,0,1,23,Solar
Jupiter,Jupiter-1,1,39,0,0,1,24,System
Jupiter,Jupiter-1,1,40,0,0,1,25,combined
Jupiter,Jupiter-1,1,41,0,0,1,26,","
Jupiter,Jupiter-1,1,42,0,0,1,27,and
Jupiter,Jupiter-1,1,43,0,0,1,28,slightly
Jupiter,Jupiter-1,1,44,0,0,1,29,less
Jupiter,Jupiter-1,1,45,0,0,1,30,than
Jupiter,Jupiter-1,1,46,0,0,1,31,one
Jupiter,Jupiter-1,1,47,0,0,1,32,one
Jupiter,Jupiter-1,1,48,0,0,1,33,-
Jupiter,Jupiter-1,1,49,0,0,1,34,thousandth
Jupiter,Jupiter-1,1,50,0,0,1,35,the
Jupiter,Jupiter-1,1,51,0,0,1,36,mass
Jupiter,Jupiter-1,1,52,0,0,1,37,of
Jupiter,Jupiter-1,1,53,0,0,1,38,the
Jupiter,Jupiter-1,1,54,0,0,1,39,Sun.
Jupiter,Jupiter-2,2,55,0,0,2,0,Jupiter
Jupiter,Jupiter-2,2,56,0,0,2,1,orbits
Jupiter,Jupiter-2,2,57,0,0,2,2,the
Jupiter,Jupiter-2,2,58,0,0,2,3,Sun
Jupiter,Jupiter-2,2,59,0,0,2,4,at
Jupiter,Jupiter-2,2,60,0,0,2,5,a
Jupiter,Jupiter-2,2,61,0,0,2,6,distance
Jupiter,Jupiter-2,2,62,0,0,2,7,of
Jupiter,Jupiter-2,2,63,0,0,2,8,5.20
Jupiter,Jupiter-2,2,64,0,0,2,9,AU
Jupiter,Jupiter-2,2,65,0,0,2,10, (
Jupiter,Jupiter-2,2,66,0,0,2,11,778.5
Jupiter,Jupiter-2,2,67,0,0,2,12,Gm
Jupiter,Jupiter-2,2,68,0,0,2,13,)
Jupiter,Jupiter-2,2,69,0,0,2,14,with
Jupiter,Jupiter-2,2,70,0,0,2,15,an
Jupiter,Jupiter-2,2,71,0,0,2,16,orbital
Jupiter,Jupiter-2,2,72,0,0,2,17,period
Jupiter,Jupiter-2,2,73,0,0,2,18,of
Jupiter,Jupiter-2,2,74,0,0,2,19,11.86
Jupiter,Jupiter-2,2,75,0,0,2,20,years.
Jupiter,Jupiter-3,3,76,0,0,3,0,Jupiter
Jupiter,Jupiter-3,3,77,0,0,3,1,is
Jupiter,Jupiter-3,3,78,0,0,3,2,the
Jupiter,Jupiter-3,3,79,0,0,3,3,third
Jupiter,Jupiter-3,3,80,0,0,3,4,brightest
Jupiter,Jupiter-3,3,81,0,0,3,5,natural
Jupiter,Jupiter-3,3,82,0,0,3,6,object
Jupiter,Jupiter-3,3,83,0,0,3,7,in
Jupiter,Jupiter-3,3,84,0,0,3,8,the
Jupiter,Jupiter-3,3,85,0,0,3,9,Earth's
Jupiter,Jupiter-3,3,86,0,0,3,10,night
Jupiter,Jupiter-3,3,87,0,0,3,11,sky
Jupiter,Jupiter-3,3,88,0,0,3,12,after
Jupiter,Jupiter-3,3,89,0,0,3,13,the
Jupiter,Jupiter-3,3,90,0,0,3,14,Moon
Jupiter,Jupiter-3,3,91,0,0,3,15,and
Jupiter,Jupiter-3,3,92,0,0,3,16,Venus
Jupiter,Jupiter-3,3,93,0,0,3,17,","
Jupiter,Jupiter-3,3,94,0,0,3,18,and
Jupiter,Jupiter-3,3,95,0,0,3,19,it
Jupiter,Jupiter-3,3,96,0,0,3,20,has
Jupiter,Jupiter-3,3,97,0,0,3,21,been
Jupiter,Jupiter-3,3,98,0,0,3,22,observed
Jupiter,Jupiter-3,3,99,0,0,3,23,since
Jupiter,Jupiter-3,3,100,0,0,3,24,prehistoric
Jupiter,Jupiter-3,3,101,0,0,3,25,times.
Jupiter,Jupiter-4,4,102,0,0,4,0,It
Jupiter,Jupiter-4,4,103,0,0,4,1,was
Jupiter,Jupiter-4,4,104,0,0,4,2,named
Jupiter,Jupiter-4,4,105,0,0,4,3,after
Jupiter,Jupiter-4,4,106,0,0,4,4,Jupiter
Jupiter,Jupiter-4,4,107,0,0,4,5,","
Jupiter,Jupiter-4,4,108,0,0,4,6,the
Jupiter,Jupiter-4,4,109,0,0,4,7,chief
Jupiter,Jupiter-4,4,110,0,0,4,8,deity
Jupiter,Jupiter-4,4,111,0,0,4,9,of
Jupiter,Jupiter-4,4,112,0,0,4,10,ancient
Jupiter,Jupiter-4,4,113,0,0,4,11,Roman
Jupiter,Jupiter-4,4,114,0,0,4,12,religion.
Jupiter,Jupiter-5,5,115,0,1,0,0,Jupiter
Jupiter,Jupiter-5,5,116,0,1,0,1,was
Jupiter,Jupiter-5,5,117,0,1,0,2,the
Jupiter,Jupiter-5,5,118,0,1,0,3,first
Jupiter,Jupiter-5,5,119,0,1,0,4,planet
Jupiter,Jupiter-5,5,120,0,1,0,5,to
Jupiter,Jupiter-5,5,121,0,1,0,6,form
Jupiter,Jupiter-5,5,122,0,1,0,7,","
Jupiter,Jupiter-5,5,123,0,1,0,8,and
Jupiter,Jupiter-5,5,124,0,1,0,9,its
Jupiter,Jupiter-5,5,125,0,1,0,10,inward
Jupiter,Jupiter-5,5,126,0,1,0,11,migration
Jupiter,Jupiter-5,5,127,0,1,0,12,during
Jupiter,Jupiter-5,5,128,0,1,0,13,the
Jupiter,Jupiter-5,5,129,0,1,0,14,primordial
Jupiter,Jupiter-5,5,130,0,1,0,15,Solar
Jupiter,Jupiter-5,5,131,0,1,0,16,System
Jupiter,Jupiter-5,5,132,0,1,0,17,impacted
Jupiter,Jupiter-5,5,133,0,1,0,18,much
Jupiter,Jupiter-5,5,134,0,1,0,19,of
Jupiter,Jupiter-5,5,135,0,1,0,20,the
Jupiter,Jupiter-5,5,136,0,1,0,21,formation
Jupiter,Jupiter-5,5,137,0,1,0,22,history
Jupiter,Jupiter-5,5,138,0,1,0,23,of
Jupiter,Jupiter-5,5,139,0,1,0,24,the
Jupiter,Jupiter-5,5,140,0,1,0,25,other
Jupiter,Jupiter-5,5,141,0,1,0,26,planets.
Jupiter,Jupiter-6,6,142,0,1,1,0,Jupiter
Jupiter,Jupiter-6,6,143,0,1,1,1,is
Jupiter,Jupiter-6,6,144,0,1,1,2,primarily
Jupiter,Jupiter-6,6,145,0,1,1,3,composed
Jupiter,Jupiter-6,6,146,0,1,1,4,of
Jupiter,Jupiter-6,6,147,0,1,1,5,hydrogen
Jupiter,Jupiter-6,6,148,0,1,1,6, (
Jupiter,Jupiter-6,6,149,0,1,1,7,90
Jupiter,Jupiter-6,6,150,0,1,1,8,%
Jupiter,Jupiter-6,6,151,0,1,1,9,by
Jupiter,Jupiter-6,6,152,0,1,1,10,volume
Jupiter,Jupiter-6,6,153,0,1,1,11,"),"
Jupiter,Jupiter-6,6,154,0,1,1,12,followed
Jupiter,Jupiter-6,6,155,0,1,1,13,by
Jupiter,Jupiter-6,6,156,0,1,1,14,helium
Jupiter,Jupiter-6,6,157,0,1,1,15,","
Jupiter,Jupiter-6,6,158,0,1,1,16,which
Jupiter,Jupiter-6,6,159,0,1,1,17,makes
Jupiter,Jupiter-6,6,160,0,1,1,18,up
Jupiter,Jupiter-6,6,161,0,1,1,19,a
Jupiter,Jupiter-6,6,162,0,1,1,20,quarter
Jupiter,Jupiter-6,6,163,0,1,1,21,of
Jupiter,Jupiter-6,6,164,0,1,1,22,its
Jupiter,Jupiter-6,6,165,0,1,1,23,mass
Jupiter,Jupiter-6,6,166,0,1,1,24,and
Jupiter,Jupiter-6,6,167,0,1,1,25,a
Jupiter,Jupiter-6,6,168,0,1,1,26,tenth
Jupiter,Jupiter-6,6,169,0,1,1,27,of
Jupiter,Jupiter-6,6,170,0,1,1,28,its
Jupiter,Jupiter-6,6,171,0,1,1,29,volume.
Jupiter,Jupiter-7,7,172,0,1,2,0,The
Jupiter,Jupiter-7,7,173,0,1,2,1,ongoing
Jupiter,Jupiter-7,7,174,0,1,2,2,contraction
Jupiter,Jupiter-7,7,175,0,1,2,3,of
Jupiter,Jupiter-7,7,176,0,1,2,4,Jupiter's
Jupiter,Jupiter-7,7,177,0,1,2,5,interior
Jupiter,Jupiter-7,7,178,0,1,2,6,generates
Jupiter,Jupiter-7,7,179,0,1,2,7,more
Jupiter,Jupiter-7,7,180,0,1,2,8,heat
Jupiter,Jupiter-7,7,181,0,1,2,9,than
Jupiter,Jupiter-7,7,182,0,1,2,10,the
Jupiter,Jupiter-7,7,183,0,1,2,11,planet
Jupiter,Jupiter-7,7,184,0,1,2,12,receives
Jupiter,Jupiter-7,7,185,0,1,2,13,from
Jupiter,Jupiter-7,7,186,0,1,2,14,the
Jupiter,Jupiter-7,7,187,0,1,2,15,Sun.
Jupiter,Jupiter-8,8,188,0,1,3,0,Its
Jupiter,Jupiter-8,8,189,0,1,3,1,internal
Jupiter,Jupiter-8,8,190,0,1,3,2,structure
Jupiter,Jupiter-8,8,191,0,1,3,3,is
Jupiter,Jupiter-8,8,192,0,1,3,4,believed
Jupiter,Jupiter-8,8,193,0,1,3,5,to
Jupiter,Jupiter-8,8,194,0,1,3,6,comprise
Jupiter,Jupiter-8,8,195,0,1,3,7,an
Jupiter,Jupiter-8,8,196,0,1,3,8,outer
Jupiter,Jupiter-8,8,197,0,1,3,9,mantle
Jupiter,Jupiter-8,8,198,0,1,3,10,of
Jupiter,Jupiter-8,8,199,0,1,3,11,liquid
Jupiter,Jupiter-8,8,200,0,1,3,12,metallic
Jupiter,Jupiter-8,8,201,0,1,3,13,hydrogen
Jupiter,Jupiter-8,8,202,0,1,3,14,","
Jupiter,Jupiter-8,8,203,0,1,3,15,and
Jupiter,Jupiter-8,8,204,0,1,3,16,a
Jupiter,Jupiter-8,8,205,0,1,3,17,diffuse
Jupiter,Jupiter-8,8,206,0,1,3,18,inner
Jupiter,Jupiter-8,8,207,0,1,3,19,core
Jupiter,Jupiter-8,8,208,0,1,3,20,of
Jupiter,Jupiter-8,8,209,0,1,3,21,denser
Jupiter,Jupiter-8,8,210,0,1,3,22,material.
Jupiter,Jupiter-9,9,211,0,1,4,0,Because
Jupiter,Jupiter-9,9,212,0,1,4,1,of
Jupiter,Jupiter-9,9,213,0,1,4,2,its
Jupiter,Jupiter-9,9,214,0,1,4,3,rapid
Jupiter,Jupiter-9,9,215,0,1,4,4,rotation
Jupiter,Jupiter-9,9,216,0,1,4,5,rate
Jupiter,Jupiter-9,9,217,0,1,4,6,of
Jupiter,Jupiter-9,9,218,0,1,4,7,1
Jupiter,Jupiter-9,9,219,0,1,4,8,rotation
Jupiter,Jupiter-9,9,220,0,1,4,9,per
Jupiter,Jupiter-9,9,221,0,1,4,10,10
Jupiter,Jupiter-9,9,222,0,1,4,11,hours
Jupiter,Jupiter-9,9,223,0,1,4,12,","
Jupiter,Jupiter-9,9,224,0,1,4,13,Jupiter's
Jupiter,Jupiter-9,9,225,0,1,4,14,shape
Jupiter,Jupiter-9,9,226,0,1,4,15,is
Jupiter,Jupiter-9,9,227,0,1,4,16,an
Jupiter,Jupiter-9,9,228,0,1,4,17,oblate
Jupiter,Jupiter-9,9,229,0,1,4,18,spheroid
Jupiter,Jupiter-9,9,230,0,1,4,19,:
Jupiter,Jupiter-9,9,231,0,1,4,20,it
Jupiter,Jupiter-9,9,232,0,1,4,21,has
Jupiter,Jupiter-9,9,233,0,1,4,22,a
Jupiter,Jupiter-9,9,234,0,1,4,23,slight
Jupiter,Jupiter-9,9,235,0,1,4,24,but
Jupiter,Jupiter-9,9,236,0,1,4,25,noticeable
Jupiter,Jupiter-9,9,237,0,1,4,26,bulge
Jupiter,Jupiter-9,9,238,0,1,4,27,around
Jupiter,Jupiter-9,9,239,0,1,4,28,the
Jupiter,Jupiter-9,9,240,0,1,4,29,equator.
Jupiter,Jupiter-10,10,241,0,1,5,0,The
Jupiter,Jupiter-10,10,242,0,1,5,1,outer
Jupiter,Jupiter-10,10,243,0,1,5,2,atmosphere
Jupiter,Jupiter-10,10,244,0,1,5,3,is
Jupiter,Jupiter-10,10,245,0,1,5,4,divided
Jupiter,Jupiter-10,10,246,0,1,5,5,into
Jupiter,Jupiter-10,10,247,0,1,5,6,a
Jupiter,Jupiter-10,10,248,0,1,5,7,series
Jupiter,Jupiter-10,10,249,0,1,5,8,of
Jupiter,Jupiter-10,10,250,0,1,5,9,latitudinal
Jupiter,Jupiter-10,10,251,0,1,5,10,bands
Jupiter,Jupiter-10,10,252,0,1,5,11,","
Jupiter,Jupiter-10,10,253,0,1,5,12,with
Jupiter,Jupiter-10,10,254,0,1,5,13,turbulence
Jupiter,Jupiter-10,10,255,0,1,5,14,and
Jupiter,Jupiter-10,10,256,0,1,5,15,storms
Jupiter,Jupiter-10,10,257,0,1,5,16,along
Jupiter,Jupiter-10,10,258,0,1,5,17,their
Jupiter,Jupiter-10,10,259,0,1,5,18,interacting
Jupiter,Jupiter-10,10,260,0,1,5,19,boundaries.
Jupiter,Jupiter-11,11,261,0,1,6,0,The
Jupiter,Jupiter-11,11,262,0,1,6,1,most
Jupiter,Jupiter-11,11,263,0,1,6,2,obvious
Jupiter,Jupiter-11,11,264,0,1,6,3,result
Jupiter,Jupiter-11,11,265,0,1,6,4,of
Jupiter,Jupiter-11,11,266,0,1,6,5,this
Jupiter,Jupiter-11,11,267,0,1,6,6,is
Jupiter,Jupiter-11,11,268,0,1,6,7,the
Jupiter,Jupiter-11,11,269,0,1,6,8,Great
Jupiter,Jupiter-11,11,270,0,1,6,9,Red
Jupiter,Jupiter-11,11,271,0,1,6,10,Spot
Jupiter,Jupiter-11,11,272,0,1,6,11,","
Jupiter,Jupiter-11,11,273,0,1,6,12,a
Jupiter,Jupiter-11,11,274,0,1,6,13,giant
Jupiter,Jupiter-11,11,275,0,1,6,14,storm
Jupiter,Jupiter-11,11,276,0,1,6,15,which
Jupiter,Jupiter-11,11,277,0,1,6,16,has
Jupiter,Jupiter-11,11,278,0,1,6,17,been
Jupiter,Jupiter-11,11,279,0,1,6,18,observed
Jupiter,Jupiter-11,11,280,0,1,6,19,since
Jupiter,Jupiter-11,11,281,0,1,6,20,1831
Jupiter,Jupiter-11,11,282,0,1,6,21,and
Jupiter,Jupiter-11,11,283,0,1,6,22,possibly
Jupiter,Jupiter-11,11,284,0,1,6,23,earlier.
Jupiter,Jupiter-12,12,285,0,2,0,0,Jupiter
Jupiter,Jupiter-12,12,286,0,2,0,1,is
Jupiter,Jupiter-12,12,287,0,2,0,2,surrounded
Jupiter,Jupiter-12,12,288,0,2,0,3,by
Jupiter,Jupiter-12,12,289,0,2,0,4,a
Jupiter,Jupiter-12,12,290,0,2,0,5,faint
Jupiter,Jupiter-12,12,291,0,2,0,6,planetary
Jupiter,Jupiter-12,12,292,0,2,0,7,ring
Jupiter,Jupiter-12,12,293,0,2,0,8,system
Jupiter,Jupiter-12,12,294,0,2,0,9,and
Jupiter,Jupiter-12,12,295,0,2,0,10,has
Jupiter,Jupiter-12,12,296,0,2,0,11,a
Jupiter,Jupiter-12,12,297,0,2,0,12,powerful
Jupiter,Jupiter-12,12,298,0,2,0,13,magnetosphere
Jupiter,Jupiter-12,12,299,0,2,0,14,","
Jupiter,Jupiter-12,12,300,0,2,0,15,the
Jupiter,Jupiter-12,12,301,0,2,0,16,second
Jupiter,Jupiter-12,12,302,0,2,0,17,largest
Jupiter,Jupiter-12,12,303,0,2,0,18,contiguous
Jupiter,Jupiter-12,12,304,0,2,0,19,structure
Jupiter,Jupiter-12,12,305,0,2,0,20,in
Jupiter,Jupiter-12,12,306,0,2,0,21,the
Jupiter,Jupiter-12,12,307,0,2,0,22,Solar
Jupiter,Jupiter-12,12,308,0,2,0,23,System
Jupiter,Jupiter-12,12,309,0,2,0,24, (
Jupiter,Jupiter-12,12,310,0,2,0,25,after
Jupiter,Jupiter-12,12,311,0,2,0,26,the
Jupiter,Jupiter-12,12,312,0,2,0,27,heliosphere
Jupiter,Jupiter-12,12,313,0,2,0,28,)
Jupiter,Jupiter-12,12,314,0,2,0,29,.
Jupiter,Jupiter-13,13,315,0,2,1,0,Jupiter
Jupiter,Jupiter-13,13,316,0,2,1,1,forms
Jupiter,Jupiter-13,13,317,0,2,1,2,a
Jupiter,Jupiter-13,13,318,0,2,1,3,system
Jupiter,Jupiter-13,13,319,0,2,1,4,of
Jupiter,Jupiter-13,13,320,0,2,1,5,95
Jupiter,Jupiter-13,13,321,0,2,1,6,known
Jupiter,Jupiter-13,13,322,0,2,1,7,moons
Jupiter,Jupiter-13,13,323,0,2,1,8,and
Jupiter,Jupiter-13,13,324,0,2,1,9,probably
Jupiter,Jupiter-13,13,325,0,2,1,10,many
Jupiter,Jupiter-13,13,326,0,2,1,11,more
Jupiter,Jupiter-13,13,327,0,2,1,12,","
Jupiter,Jupiter-13,13,328,0,2,1,13,including
Jupiter,Jupiter-13,13,329,0,2,1,14,the
Jupiter,Jupiter-13,13,330,0,2,1,15,four
Jupiter,Jupiter-13,13,331,0,2,1,16,large
Jupiter,Jupiter-13,13,332,0,2,1,17,moons
Jupiter,Jupiter-13,13,333,0,2,1,18,discovered
Jupiter,Jupiter-13,13,334,0,2,1,19,by
Jupiter,Jupiter-13,13,335,0,2,1,20,Galileo
Jupiter,Jupiter-13,13,336,0,2,1,21,Galilei
Jupiter,Jupiter-13,13,337,0,2,1,22,in
Jupiter,Jupiter-13,13,338,0,2,1,23,1610
Jupiter,Jupiter-13,13,339,0,2,1,24,:
Jupiter,Jupiter-13,13,340,0,2,1,25,Io
Jupiter,Jupiter-13,13,341,0,2,1,26,","
Jupiter,Jupiter-13,13,342,0,2,1,27,Europa
Jupiter,Jupiter-13,13,343,0,2,1,28,","
Jupiter,Jupiter-13,13,344,0,2,1,29,Ganymede
Jupiter,Jupiter-13,13,345,0,2,1,30,","
Jupiter,Jupiter-13,13,346,0,2,1,31,and
Jupiter,Jupiter-13,13,347,0,2,1,32,Callisto.
Jupiter,Jupiter-14,14,348,0,2,2,0,Ganymede
Jupiter,Jupiter-14,14,349,0,2,2,1,","
Jupiter,Jupiter-14,14,350,0,2,2,2,the
Jupiter,Jupiter-14,14,351,0,2,2,3,largest
Jupiter,Jupiter-14,14,352,0,2,2,4,of
Jupiter,Jupiter-14,14,353,0,2,2,5,the
Jupiter,Jupiter-14,14,354,0,2,2,6,four
Jupiter,Jupiter-14,14,355,0,2,2,7,","
Jupiter,Jupiter-14,14,356,0,2,2,8,is
Jupiter,Jupiter-14,14,357,0,2,2,9,larger
Jupiter,Jupiter-14,14,358,0,2,2,10,than
Jupiter,Jupiter-14,14,359,0,2,2,11,the
Jupiter,Jupiter-14,14,360,0,2,2,12,planet
Jupiter,Jupiter-14,14,361,0,2,2,13,Mercury.
Jupiter,Jupiter-15,15,362,0,2,3,0,Callisto
Jupiter,Jupiter-15,15,363,0,2,3,1,is
Jupiter,Jupiter-15,15,364,0,2,3,2,the
Jupiter,Jupiter-15,15,365,0,2,3,3,second
Jupiter,Jupiter-15,15,366,0,2,3,4,largest
Jupiter,Jupiter-15,15,367,0,2,3,5,;
Jupiter,Jupiter-15,15,368,0,2,3,6,Io
Jupiter,Jupiter-15,15,369,0,2,3,7,and
Jupiter,Jupiter-15,15,370,0,2,3,8,Europa
Jupiter,Jupiter-15,15,371,0,2,3,9,are
Jupiter,Jupiter-15,15,372,0,2,3,10,approximately
Jupiter,Jupiter-15,15,373,0,2,3,11,the
Jupiter,Jupiter-15,15,374,0,2,3,12,size
Jupiter,Jupiter-15,15,375,0,2,3,13,of
Jupiter,Jupiter-15,15,376,0,2,3,14,Earth's
Jupiter,Jupiter-15,15,377,0,2,3,15,Moon.
Jupiter,Jupiter-16,16,378,0,3,0,0,Since
Jupiter,Jupiter-16,16,379,0,3,0,1,1973
Jupiter,Jupiter-16,16,380,0,3,0,2,","
Jupiter,Jupiter-16,16,381,0,3,0,3,Jupiter
Jupiter,Jupiter-16,16,382,0,3,0,4,has
Jupiter,Jupiter-16,16,383,0,3,0,5,been
Jupiter,Jupiter-16,16,384,0,3,0,6,visited
Jupiter,Jupiter-16,16,385,0,3,0,7,by
Jupiter,Jupiter-16,16,386,0,3,0,8,nine
Jupiter,Jupiter-16,16,387,0,3,0,9,robotic
Jupiter,Jupiter-16,16,388,0,3,0,10,probes
Jupiter,Jupiter-16,16,389,0,3,0,11,:
Jupiter,Jupiter-16,16,390,0,3,0,12,seven
Jupiter,Jupiter-16,16,391,0,3,0,13,flybys
Jupiter,Jupiter-16,16,392,0,3,0,14,and
Jupiter,Jupiter-16,16,393,0,3,0,15,two
Jupiter,Jupiter-16,16,394,0,3,0,16,dedicated
Jupiter,Jupiter-16,16,395,0,3,0,17,orbiters
Jupiter,Jupiter-16,16,396,0,3,0,18,","
Jupiter,Jupiter-16,16,397,0,3,0,19,with
Jupiter,Jupiter-16,16,398,0,3,0,20,one
Jupiter,Jupiter-16,16,399,0,3,0,21,more
Jupiter,Jupiter-16,16,400,0,3,0,22,en
Jupiter,Jupiter-16,16,401,0,3,0,23,route
Jupiter,Jupiter-16,16,402,0,3,0,24,and
Jupiter,Jupiter-16,16,403,0,3,0,25,one
Jupiter,Jupiter-16,16,404,0,3,0,26,awaiting
Jupiter,Jupiter-16,16,405,0,3,0,27,launch.
Jupiter,Jupiter-17,17,406,1,4,0,0,In
Jupiter,Jupiter-17,17,407,1,4,0,1,both
Jupiter,Jupiter-17,17,408,1,4,0,2,the
Jupiter,Jupiter-17,17,409,1,4,0,3,ancient
Jupiter,Jupiter-17,17,410,1,4,0,4,Greek
Jupiter,Jupiter-17,17,411,1,4,0,5,and
Jupiter,Jupiter-17,17,412,1,4,0,6,Roman
Jupiter,Jupiter-17,17,413,1,4,0,7,civilizations
Jupiter,Jupiter-17,17,414,1,4,0,8,","
Jupiter,Jupiter-17,17,415,1,4,0,9,Jupiter
Jupiter,Jupiter-17,17,416,1,4,0,10,was
Jupiter,Jupiter-17,17,417,1,4,0,11,named
Jupiter,Jupiter-17,17,418,1,4,0,12,after
Jupiter,Jupiter-17,17,419,1,4,0,13,the
Jupiter,Jupiter-17,17,420,1,4,0,14,chief
Jupiter,Jupiter-17,17,421,1,4,0,15,god
Jupiter,Jupiter-17,17,422,1,4,0,16,of
Jupiter,Jupiter-17,17,423,1,4,0,17,the
Jupiter,Jupiter-17,17,424,1,4,0,18,divine
Jupiter,Jupiter-17,17,425,1,4,0,19,pantheon
Jupiter,Jupiter-17,17,426,1,4,0,20,:
Jupiter,Jupiter-17,17,427,1,4,0,21,Zeus
Jupiter,Jupiter-17,17,428,1,4,0,22,to
Jupiter,Jupiter-17,17,429,1,4,0,23,the
Jupiter,Jupiter-17,17,430,1,4,0,24,Greeks
Jupiter,Jupiter-17,17,431,1,4,0,25,and
Jupiter,Jupiter-17,17,432,1,4,0,26,Jupiter
Jupiter,Jupiter-17,17,433,1,4,0,27,to
Jupiter,Jupiter-17,17,434,1,4,0,28,the
Jupiter,Jupiter-17,17,435,1,4,0,29,Romans.
Jupiter,Jupiter-18,18,436,1,4,1,0,The
Jupiter,Jupiter-18,18,437,1,4,1,1,International
Jupiter,Jupiter-18,18,438,1,4,1,2,Astronomical
Jupiter,Jupiter-18,18,439,1,4,1,3,Union
Jupiter,Jupiter-18,18,440,1,4,1,4,formally
Jupiter,Jupiter-18,18,441,1,4,1,5,adopted
Jupiter,Jupiter-18,18,442,1,4,1,6,the
Jupiter,Jupiter-18,18,443,1,4,1,7,name
Jupiter,Jupiter-18,18,444,1,4,1,8,Jupiter
Jupiter,Jupiter-18,18,445,1,4,1,9,for
Jupiter,Jupiter-18,18,446,1,4,1,10,the
Jupiter,Jupiter-18,18,447,1,4,1,11,planet
Jupiter,Jupiter-18,18,448,1,4,1,12,in
Jupiter,Jupiter-18,18,449,1,4,1,13,1976
Jupiter,Jupiter-18,18,450,1,4,1,14,","
Jupiter,Jupiter-18,18,451,1,4,1,15,and
Jupiter,Jupiter-18,18,452,1,4,1,16,has
Jupiter,Jupiter-18,18,453,1,4,1,17,since
Jupiter,Jupiter-18,18,454,1,4,1,18,named
Jupiter,Jupiter-18,18,455,1,4,1,19,its
Jupiter,Jupiter-18,18,456,1,4,1,20,newly
Jupiter,Jupiter-18,18,457,1,4,1,21,discovered
Jupiter,Jupiter-18,18,458,1,4,1,22,satellites
Jupiter,Jupiter-18,18,459,1,4,1,23,for
Jupiter,Jupiter-18,18,460,1,4,1,24,the
Jupiter,Jupiter-18,18,461,1,4,1,25,god's
Jupiter,Jupiter-18,18,462,1,4,1,26,lovers
Jupiter,Jupiter-18,18,463,1,4,1,27,","
Jupiter,Jupiter-18,18,464,1,4,1,28,favourites
Jupiter,Jupiter-18,18,465,1,4,1,29,","
Jupiter,Jupiter-18,18,466,1,4,1,30,and
Jupiter,Jupiter-18,18,467,1,4,1,31,descendants.
Jupiter,Jupiter-19,19,468,1,4,2,0,The
Jupiter,Jupiter-19,19,469,1,4,2,1,planetary
Jupiter,Jupiter-19,19,470,1,4,2,2,symbol
Jupiter,Jupiter-19,19,471,1,4,2,3,for
Jupiter,Jupiter-19,19,472,1,4,2,4,Jupiter
Jupiter,Jupiter-19,19,473,1,4,2,5,", ,"
Jupiter,Jupiter-19,19,474,1,4,2,6,descends
Jupiter,Jupiter-19,19,475,1,4,2,7,from
Jupiter,Jupiter-19,19,476,1,4,2,8,a
Jupiter,Jupiter-19,19,477,1,4,2,9,Greek
Jupiter,Jupiter-19,19,478,1,4,2,10,zeta
Jupiter,Jupiter-19,19,479,1,4,2,11,with
Jupiter,Jupiter-19,19,480,1,4,2,12,a
Jupiter,Jupiter-19,19,481,1,4,2,13,horizontal
Jupiter,Jupiter-19,19,482,1,4,2,14,stroke
